Cells	Condition	0	0.1666667	0.3333333	0.5	0.6666667	0.8333333	1	1.166667	1.333333	1.5	1.666667	1.833333	2	2.166667	2.333333	2.5	2.666667	2.833333	3	3.166667	3.333333	3.5	3.666667	3.833333	4	4.166667	4.333334	4.5	4.666667	4.833334	5	5.166667	5.333334	5.5	5.666667	5.833334	6	6.166667	6.333334	6.5	6.666667	6.833334	7	7.166667	7.333334	7.5	7.666667	7.833334	8	8.166667	8.333333	8.5	8.666667	8.833333	9	9.166667	9.333333	9.5	9.666667	9.833333	10	10.16667	10.33333	10.5	10.66667	10.83333	11	11.16667	11.33333	11.5	11.66667	11.83333	12	12.16667	12.33333	12.5	12.66667	12.83333	13	13.16667	13.33333	13.5	13.66667	13.83333	14	14.16667	14.33333	14.5	14.66667	14.83333	15	15.16667	15.33333	15.5	15.66667	15.83333	16	16.16667	16.33333	16.5	16.66667	16.83333	17	17.16667	17.33333	17.5	17.66667	17.83333	18	18.16667	18.33333	18.5	18.66667	18.83333	19	19.16667	19.33333	19.5	19.66667	19.83333	20
Cell-1	Cdc42	1.003517	0.9991689	1.001345	1.001579	0.9943522	1.004624	1.000443	0.9968996	1.010229	1.005364	1.003382	1.0102	1.010517	1.071965	1.131878	1.154203	1.191653	1.1963	1.214383	1.236062	1.25193	1.266294	1.2762	1.287362	1.297668	1.300667	1.290789	1.290077	1.286375	1.280827	1.252595	1.256551	1.241427	1.241923	1.229193	1.207258	1.197422	1.180837	1.169445	1.160868	1.142305	1.130332	1.126156	1.110123	1.106088	1.102681	1.100049	1.095144	1.0801	1.076794	1.078689	1.070274	1.064395	1.061506	1.062833	1.07123	1.071947	1.074201	1.071108	1.080586	1.076343	1.080635	1.079026	1.070015	1.078096	1.089696	1.077557	1.084299	1.084363	1.092469	1.086172	1.072208	1.070998	1.068741	1.062739	1.073089	1.066113	1.070947	1.06508	1.070906	1.068053	1.07099	1.072547	1.063899	1.065574	1.067633	1.069744	1.071913	1.078493	1.081336	1.090738	1.096681	1.096976	1.090732	1.087806	1.083862	1.06571	1.066257	1.061022	1.065131	1.058488	1.062653	1.063614	1.064801	1.059037	1.058895	1.053185	1.055448	1.052042	1.056526	1.053358	1.049887	1.042292	1.05395	1.046648	1.041842	1.043493	1.049246	1.040625	1.04422	1.039653
Cell-2	Cdc42	1.001549	0.9961631	1.004644	1.004318	0.9933341	1.007178	1.002458	0.9960636	1.005313	0.9971062	0.9903576	0.9981672	0.9940639	1.05218	1.108258	1.127899	1.167981	1.176143	1.198892	1.226358	1.245035	1.261338	1.268965	1.282849	1.296211	1.294537	1.278446	1.267904	1.255123	1.24184	1.21552	1.208961	1.186305	1.182182	1.172931	1.148399	1.132802	1.120413	1.114883	1.108739	1.099636	1.089056	1.08726	1.075778	1.07121	1.071347	1.071351	1.069092	1.061891	1.062466	1.064645	1.056156	1.049858	1.045906	1.043213	1.049086	1.050883	1.050945	1.052319	1.061058	1.056756	1.061031	1.06232	1.054723	1.063018	1.072283	1.064274	1.069221	1.063064	1.069405	1.058107	1.046783	1.052567	1.046069	1.040968	1.053946	1.04828	1.048758	1.043159	1.046158	1.037583	1.037989	1.039898	1.03077	1.039587	1.040165	1.040736	1.038718	1.043134	1.050832	1.059107	1.062859	1.064171	1.055099	1.050415	1.050754	1.040764	1.048269	1.043298	1.051158	1.042847	1.044699	1.040673	1.038588	1.033862	1.040813	1.032435	1.035327	1.033814	1.033262	1.026758	1.025857	1.018305	1.026302	1.018648	1.016167	1.019812	1.025285	1.01777	1.024262	1.020328
Cell-3	Cdc42	0.9810209	0.9801265	1.010602	1.010689	1.016822	1.014021	1.027202	1.016901	1.027051	1.019896	1.023727	1.015757	1.061331	1.169031	1.176923	1.158042	1.133008	1.089268	1.085522	1.074406	1.059631	1.045832	1.040712	1.047905	1.045357	1.044042	1.048153	1.048955	1.052843	1.069537	1.055352	1.044764	1.052716	1.052357	1.039305	1.023427	1.04082	1.029448	1.019487	1.021847	1.012966	1.01342	1.01012	1.012652	1.010117	0.9906253	1.005715	0.9988315	0.999813	1.002039	0.9958383	0.9947128	0.9864715	0.9952988	0.9871339	1.009756	0.9976441	0.9976797	0.98891	0.9711913	0.9879467	0.9737521	0.9688999	0.9675301	0.9797635	0.9861507	0.9729722	0.9773104	0.9724854	0.9661639	0.9778785	0.9563422	0.9743491	0.9653014	0.9628204	0.9756448	0.9680921	0.9743978	0.970558	0.9839105	0.9613804	0.9501757	0.963708	0.9720054	0.9598347	0.9612886	0.9656173	0.9470237	0.9648662	0.9434552	0.9474597	0.9518688	0.93937	0.9387203	0.9482122	0.9634216	0.9555428	0.9564735	0.9604591	0.9656189	0.960168	0.9586092	0.9625946	0.9548132	0.9398074	0.9517087	0.9507919	0.9481728	0.9608906	0.9518421	0.9511408	0.9466003	0.9492327	0.9316155	0.937525	0.9488731	0.9414361	0.9271706	0.9458564	0.9419201	0.9455913
Cell-4	Cdc42	0.986904	0.9891608	1.012491	1.006681	1.004554	1.004258	1.008615	1.005091	1.013834	1.013544	1.014274	1.014384	1.052581	1.153867	1.197352	1.18563	1.170894	1.128782	1.118325	1.109018	1.099581	1.089467	1.07257	1.086004	1.083229	1.07917	1.079533	1.07348	1.07238	1.088353	1.075766	1.066366	1.074873	1.07922	1.08226	1.068731	1.07995	1.072166	1.065051	1.066208	1.048126	1.051973	1.051623	1.047079	1.039315	1.026339	1.04146	1.038807	1.034778	1.038654	1.030406	1.038184	1.033809	1.036521	1.023386	1.043353	1.027499	1.025601	1.020596	1.009913	1.025219	1.019428	1.015188	1.008038	1.028467	1.02731	1.017253	1.016368	1.024085	1.01402	1.021041	1.000416	1.014411	1.006341	1.008291	1.018728	1.012598	1.013526	1.00754	1.012223	0.9900246	0.9898285	0.9959999	1.002117	0.9933438	0.9900082	0.9928833	0.9821081	0.9906958	0.9764739	0.9871153	0.9808418	0.9703104	0.9652726	0.9635976	0.9805761	0.9714665	0.9700455	0.9646384	0.9677764	0.9626655	0.9605418	0.9676192	0.9596321	0.9506893	0.9673638	0.9699793	0.964731	0.973451	0.9641014	0.9679295	0.9650384	0.9602921	0.9417238	0.951032	0.9544083	0.9501036	0.9487826	0.9585093	0.9584981	0.9605371
Cell-5	Cdc42	1.004199	0.9989283	0.9953477	1.002702	0.9988462	0.9920673	0.9893247	0.9899809	0.9875027	0.9872078	0.9976116	0.9943925	0.9989334	1.024297	1.041851	1.030048	1.019376	1.000059	0.9918364	0.9879398	0.9818735	0.9817998	0.9898524	1.000385	1.003846	1.014827	1.027962	1.039193	1.043173	1.038783	1.048221	1.043226	1.044446	1.046257	1.049418	1.046781	1.040351	1.03736	1.035953	1.03729	1.038081	1.035516	1.040919	1.036327	1.029818	1.02904	1.03611	1.037708	1.037118	1.04237	1.041435	1.034636	1.02869	1.0246	1.023884	1.022987	1.016708	1.029879	1.021478	1.024895	1.026673	1.030357	1.023789	1.02219	1.018639	1.014026	1.014982	1.014136	1.022422	1.019214	1.01501	1.020907	1.018614	1.017116	1.013864	1.009733	1.011117	1.003748	1.006246	1.000276	1.009753	1.007697	1.009399	0.9981655	1.001813	1.007394	0.9979602	1.005967	0.997451	0.9982165	1.006082	1.003231	0.9918712	0.9873503	0.9900023	0.9848515	0.9892583	0.9815558	0.9832369	0.9796023	0.9802826	0.9742439	0.9714066	0.9758903	0.9776332	0.9716401	0.9799407	0.9821767	0.9797231	0.976158	0.9778758	0.9693108	0.9733114	0.9658935	0.9717012	0.9734936	0.9701364	0.9822485	0.9855728	0.9827783	0.9898737
Cell-6	Cdc42	1.004937	0.9892894	1.010482	1.003176	0.9921757	1.008146	1.009174	0.9912574	1.014395	1.005697	1.016678	1.016697	1.069849	1.119524	1.150723	1.161533	1.147546	1.132376	1.11126	1.101203	1.090687	1.037673	1.039673	1.03141	1.008377	0.9934927	0.9952123	0.9864271	0.9996073	1.005401	1.005088	1.012315	1.018515	1.007479	1.001307	0.9931346	0.9947036	0.9941696	1.008306	0.9987996	1.012234	1.002124	0.9883848	1.01285	1.003776	0.9972451	1.015904	1.017164	1.015389	1.008921	1.003903	1.002752	1.000532	1.006393	1.005662	1.014292	0.9819578	0.9907578	1.002815	1.007524	1.007148	0.9986944	0.9696675	0.9951237	0.9787844	0.9871237	0.9928935	0.9870799	0.9760734	0.9808369	0.9856257	0.968991	0.9894462	0.9692423	0.980381	0.9745769	0.9861994	0.9590621	0.966282	0.9687973	0.9601592	0.9695281	0.9666769	0.9653352	0.9537225	0.965235	0.9450267	0.9761677	0.9507358	0.9539523	0.9440997	0.957133	0.9525068	0.9322377	0.9437984	0.9482284	0.9386795	0.9280459	0.9490768	0.9367436	0.969491	0.9471766	0.9293875	0.9506564	0.9480003	0.9422647	0.9499794	0.9494936	0.9539602	0.9471023	0.9491689	0.9531164	0.961248	0.9508427	0.9495664	0.9295608	0.9425442	0.9356276	0.9315108	0.949121	0.9382325
Cell-7	Cdc42	1.0042	0.9903881	1.014011	1.0016	0.9898673	1.00757	1.011224	0.9950281	1.015013	1.008506	1.00654	1.010144	1.078897	1.129541	1.139203	1.149471	1.14169	1.125881	1.108454	1.093371	1.07725	1.023139	1.02888	1.006011	0.9874858	0.9777901	0.9813895	0.9771656	0.9890109	0.9962947	0.9955457	1.002587	1.011931	0.999348	0.995791	0.9904429	0.9914044	0.9881342	1.001676	0.9863641	0.9999998	0.9921337	0.9770142	0.9995509	0.9883764	0.984679	0.9998151	0.9933459	0.9929683	0.9816393	0.9747859	0.9793097	0.9746791	0.9785488	0.9813604	0.9869462	0.9606347	0.9626562	0.975695	0.9863348	0.9853424	0.9752734	0.9425919	0.9655151	0.9501899	0.9647565	0.9696906	0.9638227	0.9549806	0.9582649	0.9595674	0.9423549	0.9594241	0.9435097	0.9548289	0.9594543	0.9643616	0.948595	0.9461335	0.9496504	0.9357062	0.9430067	0.9434942	0.9444788	0.9327178	0.9450009	0.9241002	0.9482938	0.9229748	0.9371396	0.9232981	0.9327088	0.9330064	0.9137449	0.9265751	0.9320826	0.9177052	0.9077293	0.92964	0.9183978	0.9441348	0.9300166	0.9111683	0.9305305	0.927154	0.9266335	0.9281827	0.9319479	0.9398203	0.9339575	0.9356282	0.9389257	0.9415093	0.9350734	0.9303051	0.915893	0.9266264	0.9213104	0.9152148	0.9353715	0.922127
Cell-8	Cdc42	1.001421	0.9975485	1.001674	1.000072	0.9993021	0.9985681	1.000363	1.003729	1.002943	1.004742	0.9983382	0.9987314	1.015138	1.073687	1.104553	1.102548	1.098158	1.080183	1.068026	1.060668	1.071339	1.07729	1.089851	1.095518	1.111735	1.119804	1.118731	1.121074	1.125562	1.115411	1.113556	1.109008	1.106619	1.09298	1.092384	1.080171	1.086568	1.068981	1.068281	1.066927	1.064134	1.068472	1.066859	1.064337	1.061378	1.065305	1.050069	1.050366	1.062284	1.049897	1.049088	1.045043	1.051301	1.044855	1.041685	1.043578	1.037415	1.034403	1.036899	1.03515	1.031561	1.031572	1.031152	1.02714	1.034065	1.030461	1.026511	1.022887	1.030837	1.032972	1.031405	1.020744	1.026471	1.023909	1.02398	1.021679	1.026648	1.024838	1.018724	1.016248	1.00967	1.011493	1.005044	1.014292	1.008245	1.015388	1.013576	1.016594	1.015472	1.016165	1.011998	1.010831	1.008341	1.013096	1.00684	1.008026	1.003547	1.010775	1.008982	1.006694	0.9966725	1.002658	1.001231	0.9963435	0.9923828	1.002991	1.010772	1.006333	1.000187	1.002707	1.005196	1.01025	1.007453	0.9992321	1.007977	1.002757	0.9993607	1.004775	0.9977369	1.004795	1.010093
Cell-9	Cdc42	1.000108	0.9937496	1.00035	1.003508	1.002301	1.00138	1.004435	1.006275	1.002466	1.007852	0.9996123	0.9992303	1.019576	1.070687	1.081407	1.075843	1.070334	1.05071	1.033601	1.028402	1.031457	1.036373	1.045019	1.048235	1.065364	1.066384	1.06474	1.071196	1.073375	1.065648	1.067865	1.061525	1.060159	1.045915	1.048765	1.03513	1.041812	1.025692	1.02844	1.027852	1.025255	1.032173	1.030873	1.024606	1.029782	1.030363	1.021064	1.022231	1.035948	1.0251	1.024159	1.018265	1.022758	1.018438	1.017992	1.015004	1.01041	1.010178	1.008099	1.005477	0.9992422	0.9992162	0.9985556	0.9933702	1.000379	0.9994032	0.9930403	0.9908282	1.000243	1.00234	1.003483	0.9975616	1.00414	1.001885	1.00497	0.9954681	0.9966059	0.9968503	0.9931535	0.9855874	0.9843081	0.9867026	0.9856846	0.9934574	0.986721	0.9929209	0.986845	0.9937921	0.9894713	0.9875551	0.9849822	0.9880999	0.9844108	0.9928907	0.9847683	0.9853994	0.9809541	0.9877753	0.9850803	0.9807299	0.9754767	0.9803091	0.9826738	0.9782726	0.9763226	0.9838026	0.987839	0.9858249	0.9763311	0.9757633	0.9774273	0.9792784	0.9783621	0.9713444	0.9792376	0.9723679	0.976539	0.9825339	0.9761949	0.9851275	0.9729735
