	year	box_office
1	1977	2.98352055383543
2	1977	0.208779979021173
3	1977	0.516481540415995
4	1977	2.53976485019248
5	1978	1.9151703507814
6	1978	0.759825520111634
7	1978	1.03860095207035
8	1978	0.202470341300132
9	1979	1.14792971136568
10	1979	0.311883101170813
11	1979	0.563253921276056
12	1979	1.02456306640513
13	1980	1.79670756515802
14	1980	0.582556071531046
15	1980	1.19765746934593
16	1981	1.75253466486853
17	1981	0.126020739800791
18	1981	0.687687301783687
19	1981	0.3548266784798
20	1982	0.772998732184293
21	1982	0.96256403679119
22	1982	0.693643443163038
23	1983	1.34240625354026
24	1983	0.231538068780438
25	1983	0.523216944287757
26	1983	0.415287446331524
27	1984	3.20429872928358
28	1984	0.581484140227707
29	1984	0.202902969019087
30	1985	0.969105664668943
31	1985	1.07970086960618
32	1985	0.208164452717254
33	1985	0.962946940662372
34	1986	2.36947854869278
35	1986	0.257900380794335
36	1986	0.19873112827474
37	1986	0.433487795618009
38	1986	0.325676339731071
39	1987	1.20542580102935
40	1987	0.83568475831665
41	1987	1.24065658624523
42	1988	1.26809380655125
43	1988	0.734509774164577
44	1988	2.37053694802624
45	1988	0.790235361971302
46	1989	2.8345939330505
47	1989	1.183257218705
48	1989	0.392850009024575
49	1989	0.975295860979896
50	1990	1.43432710148099
51	1990	1.3638434298331
52	1990	2.32913215092843
53	1990	1.03134676102818
54	1991	2.09237049470402
55	1991	0.578297249830432
56	1991	0.637985426686524
57	1991	0.712237460968582
58	1991	0.394826426277535
59	1992	1.86345156369203
60	1992	0.669304433859284
61	1992	0.939743415440202
62	1992	0.773164862702933
63	1992	1.11148526359353
64	1993	2.78397343443086
65	1993	1.21227766252726
66	1993	1.34717790627949
67	1994	1.66756117115677
68	1994	1.34689403050433
69	1994	2.09268674885444
70	1994	1.58964327246239
71	1995	2.26588673127609
72	1995	1.05808840022356
73	1995	1.21808807562042
74	1995	0.494610594718905
75	1996	4.45196804519666
76	1996	0.537452166405297
77	1996	0.545244489158906
78	1996	0.917593389844618
79	1997	3.4396551458772
80	1997	1.90487287118962
81	1997	3.00173975952858
82	1998	2.50079778314104
83	1998	1.06496864648014
84	1998	1.52134326539668
85	1998	0.768666141111714
86	1999	3.89020480233631
87	1999	1.46848253404405
88	1999	0.571360365364134
89	1999	1.61584304389576
90	2000	2.49515813598875
91	2000	0.656850742240402
92	2000	0.534832756630298
93	2000	1.60484816657267
94	2000	0.445543187172222
95	2001	2.38530990233043
96	2001	2.74794266343131
97	2001	1.49808707723351
98	2002	3.92806928627862
99	2002	2.64236282386198
100	2002	0.55775816094974
101	2002	0.536637104762506
102	2002	0.59412750868514
103	2003	4.81797167728548
104	2003	1.62113924543217
105	2003	1.23788799207691
106	2003	0.688704230032928
107	2004	1.87115506572587
108	2004	1.10967273201966
109	2004	2.69845167824367
110	2004	0.728952268826084
111	2004	1.54658071376937
112	2005	3.09164528909704
113	2005	3.67209885228953
114	2005	0.731866154643863
115	2005	0.501706999216886
116	2006	4.80814720283751
117	2006	0.750129477646631
118	2006	1.96818277996204
119	2007	5.6340673212717
120	2007	0.745756406056602
121	2007	2.5140600690924
122	2008	4.91665279954387
123	2008	2.15004309317357
124	2008	0.746282332590566
125	2009	7.69476242868302
126	2009	0.867770351316001
127	2009	1.98264760758801
128	2009	0.573127786486015
129	2010	2.56018196508162
130	2010	2.38312330442034
131	2010	4.10764745138057
132	2011	4.92867228518735
133	2011	2.23444617612844
134	2011	1.43729088848008
135	2011	0.688143814818957
136	2012	6.58664420676336
137	2012	2.10274446596042
138	2012	1.84930579045572
139	2013	4.68135900459318
140	2013	1.07297383618593
141	2013	3.35330239096453
142	2013	0.809676218388758
143	2014	6.91682462363139
144	2014	1.8017979289302
145	2015	10.6713065247899
146	2015	2.20718497678301
147	2016	4.79935180490655
148	2016	1.9349278997775
149	2016	3.18159312703779
150	2017	8.32378616397747
151	2017	1.10136616854165
152	2018	8.58306091718948
153	2018	0.681499340170737
154	2018	1.29554629001988
155	2019	7.023685375938
156	2019	1.074859913919
157	2019	4.246369107189
